feature,n_FP,n_TN,FP_mean,TN_mean,cohens_d,abs_cohens_d
parent_child_rarity,952,63809,0.9919325588235294,0.9160886119669639,0.6186634773518097,0.6186634773518097
unique_syscalls,952,63809,3.206932773109244,2.97318560077732,0.5422299736062922,0.5422299736062922
auid_euid_mismatch,952,63809,0.16281512605042017,0.01745835227005595,0.5245050725922874,0.5245050725922874
ephemeral_privileged,952,63809,1.0,0.9265307401777179,0.3982304922172423,0.3982304922172423
lifetime_seconds,952,63809,0.002545168067226891,31088.806079737966,-0.38825369240735047,0.38825369240735047
uid_changed,952,63809,0.15336134453781514,0.04710934194235923,0.35933191855798385,0.35933191855798385
exec_count,952,63809,2.081932773109244,2.5623501386951686,-0.32130524738051097,0.32130524738051097
failed_call_rate,952,63809,0.8392995798319329,0.8137145731793322,0.2924194442406989,0.2924194442406989
events_per_second,952,63809,6590.395088235294,6064.28156695764,0.16404403067849682,0.16404403067849682
max_uid_euid_delta,952,63809,10.504201680672269,0.10992179786550486,0.14335285051245064,0.14335285051245064
seq_length,952,63809,7.244747899159663,7.464652321772791,-0.05591400655423785,0.05591400655423785
failed_call_count,952,63809,6.189075630252101,6.281104546380605,-0.028364108732795625,0.028364108732795625
file_access_count,952,63809,0.03046218487394958,0.021830776222789887,0.01714558129413312,0.01714558129413312
is_suid_exec,952,63809,0.0,0.00010970239307934617,-0.01481301519579447,0.01481301519579447
uid_is_root,952,63809,1.0,0.9999686564591201,0.007917579441227826,0.007917579441227826
euid_root,952,63809,1.0,0.9999686564591201,0.007917579441227826,0.007917579441227826
shell_from_service,952,63809,0.0,1.5671770439906598e-05,-0.005598530242823843,0.005598530242823843
priv_op_count,952,63809,0.0,0.0,,
network_count,952,63809,0.0,0.0,,
sensitive_path_access,952,63809,0.0,0.0,,
