strategy,n,accuracy,precision,recall,f1
llm,363,0.2865013774104683,0.2865013774104683,1.0,0.44539614561027835
always_xgb,363,0.7134986225895317,0.0,0.0,0.0
always_cnn,363,0.2865013774104683,0.2865013774104683,1.0,0.44539614561027835
trust_more_confident,363,0.2865013774104683,0.2865013774104683,1.0,0.44539614561027835
blend_at_0.5,363,0.2865013774104683,0.2865013774104683,1.0,0.44539614561027835
majority_class,363,0.7134986225895317,0.0,0.0,0.0
