model,train_dataset,test_dataset,repeat,seed,n_shared_features,insample_accuracy,insample_precision,insample_recall,insample_f1,insample_fpr,insample_auroc,crossdataset_accuracy,crossdataset_precision,crossdataset_recall,crossdataset_f1,crossdataset_fpr,crossdataset_auroc,f1_drop,recalibrated_accuracy,recalibrated_precision,recalibrated_recall,recalibrated_f1,recalibrated_fpr,recalibrated_auroc,recalibration_n_labeled_samples,f1_recovered_by_recalibration
rf,CAM-LDS,CasinoLimit,10,52,17,0.9362951375884024,0.9858336534767576,0.789060998577853,0.876539783522982,0.004555210697796513,0.9606373905313268,0.8288509357413951,0.0,0.0,0.0,0.0,0.7021822333170566,0.876539783522982,0.7119433198380567,0.9592463363572924,0.7290760581309006,0.8284715525554484,0.6445916114790287,0.5436612838376267,81812,0.8284715525554484
rf,CAM-LDS,CasinoLimit,11,53,17,0.9360858357751878,0.9859141387433297,0.7882538340315948,0.8760733051390491,0.004524327913404673,0.9606173129229976,0.8288509357413951,0.0,0.0,0.0,0.0,0.9769257764073564,0.8760733051390491,0.919331983805668,0.964377959535084,0.9505675188288957,0.9574229392595758,0.7306843267108167,0.6474437826064863,81812,0.9574229392595758
rf,CAM-LDS,CasinoLimit,12,54,17,0.9361188834299059,0.985916169967314,0.7883691432524887,0.8761453194079579,0.004524327913404673,0.9606083826501886,0.8288509357413951,0.0,0.0,0.0,0.0,0.9518430890017975,0.8761453194079579,0.9181174089068825,0.9590880034093331,0.9549167285456667,0.9569978206559294,0.847682119205298,0.7045113245009696,81812,0.9569978206559294
rf,CAM-LDS,CasinoLimit,13,55,17,0.9361188834299059,0.985916169967314,0.7883691432524887,0.8761453194079579,0.004524327913404673,0.9606723810097411,0.8288509357413951,0.0,0.0,0.0,0.0,0.6232140797762277,0.8761453194079579,0.5140688259109312,0.9453215248363497,0.5208443831547682,0.6716366869571164,0.6269315673289183,0.4947420998021043,81812,0.6716366869571164
rf,CAM-LDS,CasinoLimit,14,56,17,0.9362180263940603,0.9859222601258829,0.7887150709151709,0.8763613068545804,0.004524327913404673,0.9604850984134609,0.8288509357413951,0.0,0.0,0.0,0.0,0.97822028277014,0.8763613068545804,0.9303643724696357,0.9760322475215165,0.950355362257346,0.9630226808556379,0.4856512141280353,0.7524221794006274,81812,0.9630226808556379
rf,CasinoLimit,CAM-LDS,0,42,17,0.9969135802469136,0.98228592889334,1.0,0.9910638163503742,0.0037237332070158818,0.9993914240590154,0.28650113463614535,0.2865107259726094,0.9995003267094592,0.445357858500745,0.9999382344312163,0.5788968114600558,0.5457059578496293,0.7037449925884184,0.35478260869565215,0.017107635540274224,0.03264130565222609,0.012841813776393216,0.5990563991216167,9149,-0.41271655284851894
rf,CasinoLimit,CAM-LDS,1,43,17,0.9969135802469136,0.98228592889334,1.0,0.9910638163503742,0.0037237332070158818,0.9993113948674063,0.28646808698142723,0.28648243642293625,0.9993465810816005,0.4453084188982042,0.9999227930390204,0.6574294109445042,0.54575539745217,0.7076529174680567,0.4336283185840708,0.002054593484003522,0.004089808864034722,0.001107649705780547,0.6947924046499958,9149,-0.4412186100341695
rf,CasinoLimit,CAM-LDS,2,44,17,0.9969135802469136,0.98228592889334,1.0,0.9910638163503742,0.0037237332070158818,0.9995028613984813,0.28647910286633327,0.286490298269004,0.9993850174885651,0.44532173257745733,0.9999227930390204,0.789651371722873,0.5457420837729169,0.7078734273358733,0.5161290322580645,0.002012663004738144,0.004009690084370562,0.000778816199376947,0.8053155743167236,9149,-0.44131204249308675
rf,CasinoLimit,CAM-LDS,3,45,17,0.9969135802469136,0.98228592889334,1.0,0.9910638163503742,0.0037237332070158818,0.9994049569217829,0.28646808698142723,0.28648243642293625,0.9993465810816005,0.4453084188982042,0.9999227930390204,0.48905910533509006,0.54575539745217,0.7038062453294784,0.35481023830538394,0.01685605266468196,0.03218317188375631,0.012651436483212184,0.49173621589195354,9149,-0.4131252470144479
rf,CasinoLimit,CAM-LDS,4,46,17,0.9969135802469136,0.98228592889334,1.0,0.9910638163503742,0.0037237332070158818,0.9992814288833636,0.28628081693802465,0.2863393398357855,0.9986162893492716,0.44506303960531723,0.9998919102546285,0.5097001956873739,0.546000776745057,0.7038552475223266,0.35657546337157986,0.016939913623212715,0.03234328716676007,0.012616822429906542,0.5079052139237464,9149,-0.4127197524385572
rf,CasinoLimit,CAM-LDS,5,47,17,0.9969135802469136,0.98228592889334,1.0,0.9910638163503742,0.0037237332070158818,0.9993748014441228,0.2864901187512393,0.28650756924704174,0.9995003267094592,0.4453540448197022,0.9999536758234122,0.5117601493399198,0.545709771530672,0.704014504649083,0.3547486033519553,0.01597551260010902,0.030574168438791478,0.011993769470404984,0.5110078273711284,9149,-0.41477987638091074
rf,CasinoLimit,CAM-LDS,6,48,17,0.9969135802469136,0.98228592889334,1.0,0.9910638163503742,0.0037237332070158818,0.9993724503817188,0.28651215052105133,0.2865138827677391,0.9995003267094592,0.44536167224710344,0.9999227930390204,0.4885217428687323,0.5457021441032708,0.7037939947812665,0.3542402826855124,0.01681412218541658,0.03210439934350106,0.012651436483212184,0.49119141501811603,9149,-0.41325727290360237
rf,CasinoLimit,CAM-LDS,7,49,17,0.9969135802469136,0.98228592889334,1.0,0.9910638163503742,0.0037237332070158818,0.9993112674203715,0.2857300226927229,0.2859458565363621,0.9966944690010378,0.4443968398142277,0.9998919102546285,0.5001669770794833,0.5466669765361465,0.7038307464259026,0.35594713656387666,0.016939913623212715,0.03234069804674992,0.012651436483212184,0.5019348546796846,9149,-0.41205614176747773
rf,CasinoLimit,CAM-LDS,8,50,17,0.9969135802469136,0.98228592889334,1.0,0.9910638163503742,0.0037237332070158818,0.9992935103591762,0.28646808698142723,0.2865059603816407,0.9995387631164239,0.44535591652894685,1.0,0.4983088025448914,0.5457078998214273,0.7036592387509341,0.3481745325022262,0.0163948173927628,0.03131507288162742,0.012668743509865006,0.4987568556297315,9149,-0.4140408436473194
rf,CasinoLimit,CAM-LDS,9,51,17,0.9969135802469136,0.98228592889334,1.0,0.9910638163503742,0.0037237332070158818,0.999263530121189,0.28650113463614535,0.28650602144139975,0.9994618903024945,0.4453483592519011,0.9999227930390204,0.5003046774170581,0.5457154570984731,0.7036714892991461,0.35165794066317624,0.016897983143947335,0.032246449289857974,0.012859120803046036,0.5026439264426477,9149,-0.4131019099620431
rf,CasinoLimit,CAM-LDS,10,52,17,0.9969135802469136,0.98228592889334,1.0,0.9910638163503742,0.0037237332070158818,0.9993730079624958,0.286390975787085,0.2864179844619538,0.9990006534189184,0.44519621109607577,0.9998919102546285,0.48249995958037395,0.5458676052542984,0.7076406669198446,0.43103448275862066,0.0020965239632689003,0.004172751929897768,0.001142263759086189,0.4869563263071406,9149,-0.441023459166178
rf,CasinoLimit,CAM-LDS,11,53,17,0.9969135802469136,0.98228592889334,1.0,0.9910638163503742,0.0037237332070158818,0.9994042391937451,0.28647910286633327,0.2864997080243717,0.9994618903024945,0.4453407319871894,0.9999536758234122,0.5010292574901718,0.5457230843631848,0.7036959903955702,0.35304347826086957,0.017023774581743468,0.03248129925197008,0.012876427829698858,0.5031846877524002,9149,-0.4128594327352193
rf,CasinoLimit,CAM-LDS,12,54,17,0.9969135802469136,0.98228592889334,1.0,0.9910638163503742,0.0037237332070158818,0.9992900801893138,0.2864901187512393,0.2864981599418233,0.9994234538955299,0.4453350460286876,0.9999227930390204,0.662428120837167,0.5457287703216867,0.7038797486187507,0.3572060123784262,0.016939913623212715,0.03234587670136109,0.0125822083766009,0.7004774748057544,9149,-0.41298916932732654
rf,CasinoLimit,CAM-LDS,13,55,17,0.9969135802469136,0.98228592889334,1.0,0.9910638163503742,0.0037237332070158818,0.9993068629514671,0.28625878516821257,0.2863236088303043,0.9985394165353423,0.44503640256959315,0.9998919102546285,0.4976438163814906,0.546027413780781,0.7038307464259026,0.35543766578249336,0.01685605266468196,0.032185748598879106,0.012616822429906542,0.49945760552057655,9149,-0.412850653970714
rf,CasinoLimit,CAM-LDS,14,56,17,0.9969135802469136,0.98228592889334,1.0,0.9910638163503742,0.0037237332070158818,0.9994894434057385,0.28650113463614535,0.28651543029648646,0.9995387631164239,0.44536735742421646,0.9999536758234122,0.5006984741671126,0.5456964589261577,0.7053620649524066,0.4233687405159332,0.023397207430080925,0.04434378352604601,0.013153340256143994,0.5033602409738402,9149,-0.40102357389817045
