strategy,n,accuracy,precision,recall,f1
llm,387,0.30749354005167956,0.28610354223433243,0.9459459459459459,0.4393305439330544
always_xgb,387,0.7131782945736435,0.0,0.0,0.0
always_cnn,387,0.2868217054263566,0.2868217054263566,1.0,0.4457831325301205
trust_more_confident,387,0.2868217054263566,0.2868217054263566,1.0,0.4457831325301205
blend_at_0.5,387,0.2868217054263566,0.2868217054263566,1.0,0.4457831325301205
majority_class,387,0.7131782945736435,0.0,0.0,0.0
