precision,recall,f1,fpr,auroc,repeat,model,n_total
0.8865939646768086,0.797703072090082,0.8398028541055955,0.11971375918435727,0.932294169516131,0,mlp,90805
0.8155374990463111,0.8722002366284526,0.8429176934450469,0.23145776990642128,0.9042367043188817,1,mlp,90805
0.7929640718562875,0.864428215903064,0.8271554332337843,0.26479668764808656,0.9292871630139057,2,mlp,90805
0.8158901116054008,0.8530047733670597,0.8340347447992501,0.22583347294354164,0.891148426343028,3,mlp,90805
0.7892349498327759,0.7702052139855575,0.7796039726621379,0.24131823947538472,0.9086490034327849,4,mlp,90805
0.7308318264014466,0.8244257680225205,0.7748125994516977,0.35624536294665293,0.9066824794436712,5,mlp,90805
0.9854982229486082,0.7749173840316592,0.8676129680594731,0.013378646818083909,0.9326549774884831,6,mlp,90805
0.9834599910594546,0.7629227693688548,0.8592664070487416,0.015053969317665079,0.9123314104149036,7,mlp,90805
0.9410383128639233,0.7846273101872628,0.8557444157693335,0.057678960342723115,0.9146167409222231,8,mlp,90805
0.7861191485988347,0.8091469136306149,0.7974668275030157,0.2582868630782854,0.9130232158286261,9,mlp,90805
0.9459112984739787,0.7826894047570478,0.8565942959200759,0.05250939377258694,0.9176759845086221,10,mlp,90805
0.7941545797011774,0.8901717596181307,0.8394263785093921,0.2707081827537515,0.9435920590426312,11,mlp,90805
0.9654022509378908,0.8031496062992126,0.8768331384666778,0.033769714955843286,0.9219420582092026,12,mlp,90805
0.9507631827998738,0.7992329974297254,0.8684376766299831,0.04856041930928846,0.93325310971456,13,mlp,90805
0.770764378334177,0.8075557912773856,0.7887312719158431,0.28178924442955267,0.9222739432218395,14,mlp,90805
