precision,recall,f1,fpr,auroc,repeat,model,n_total
0.7972784742312226,0.15178899269715637,0.2550252763259361,0.045281573845822466,0.5066313085679072,0,iforest,90805
0.7961764110863848,0.16056056464444535,0.26723025735044476,0.048225354809372234,0.5153630996979618,1,iforest,90805
0.7847267939433838,0.14589368038839703,0.2460437594605752,0.046956896345403634,0.5174455955161025,2,iforest,90805
0.805293580772741,0.16198849496144588,0.2697213117538169,0.04595170284565493,0.5929482257329792,3,iforest,90805
0.7919334906190316,0.1437925829219534,0.24339208949812682,0.04432424670320465,0.5227948569430062,4,iforest,90805
0.7805873681823337,0.14042674717473788,0.23803184592244256,0.04631070052413661,0.5860408178129299,5,iforest,90805
0.782573849324479,0.1394271959528375,0.23668536602257775,0.04544910609578058,0.4917943509131425,6,iforest,90805
0.7929881337648328,0.14995308228958426,0.25221299663761754,0.04592776966708949,0.5414730289750043,7,iforest,90805
0.8023982781592702,0.15970380645424503,0.26638765545517956,0.04614316827417849,0.5067382621260668,8,iforest,90805
0.7942992385264458,0.15745991595610134,0.26281920326864144,0.04784242395232511,0.4840947294931427,9,iforest,90805
0.7996902426432628,0.1579902900738444,0.26385269218321494,0.04643036641696384,0.5377813164086571,10,iforest,90805
0.8007984031936127,0.16368161233731793,0.27180651061955896,0.04777062441662877,0.5139169578148596,11,iforest,90805
0.8303735456215554,0.19362735098527192,0.3140290804426579,0.04640643323839839,0.5259329315530925,12,iforest,90805
0.7923792379237924,0.16162131287993145,0.2684807102556717,0.04968527870186439,0.53424106534025,13,iforest,90805
0.7898520525109398,0.15464485333115743,0.2586489252814739,0.04827322116650312,0.6091344623434478,14,iforest,90805
