precision,recall,f1,fpr,auroc,repeat,model,n_total
0.9868781451047838,0.9872554642197158,0.9870667686034659,0.0027105619810786985,0.9945441982866177,0,xgb,91692
0.9860329899513367,0.9942012362199707,0.9901002665312857,0.0029079329991184093,0.9941635039322487,1,xgb,91692
0.9853089533417402,0.9957943031925062,0.9905238804551073,0.003065829813550178,0.9938995112345008,2,xgb,91692
0.98427552351001,0.8176894156630344,0.8932822833275322,0.0026974039132093845,0.9944234426404374,3,xgb,91692
0.9856750015987722,0.9821576499076021,0.9839131822534312,0.0029474072027263517,0.9986242117754106,4,xgb,91692
0.9839693573556533,0.8839610017205123,0.9312879728777147,0.0029737233384649797,0.9943763090377353,5,xgb,91692
0.9788370452484128,0.6189383801695023,0.7583541536539663,0.0027631942525559545,0.9981450562020336,6,xgb,91692
0.9853720050441362,0.9958580258714076,0.9905872658701232,0.003052671745680864,0.9943824918958548,7,xgb,91692
0.9846793898170771,0.9501688650990887,0.9671163575042159,0.003052671745680864,0.9948591505135116,8,xgb,91692
0.984623472203969,0.9548206206588925,0.96949306072272,0.0030789878814194926,0.9938592094636345,9,xgb,91692
0.9779874213836478,0.5350793347352323,0.6917088842209317,0.0024868748273003593,0.9940020218314974,10,xgb,91692
0.9849192579741092,0.9405467405849742,0.9622217151797646,0.0029737233384649797,0.9979405368307395,11,xgb,91692
0.9849809281627463,0.7898426049831135,0.8766842310004598,0.0024868748273003593,0.9941406946861336,12,xgb,91692
0.9866785645994008,0.9864270693939973,0.9865528009687081,0.0027500361846866405,0.9947474234835819,13,xgb,91692
0.9862673383479401,0.9107245268591092,0.9469917837264776,0.0026184555059934997,0.9980602490043228,14,xgb,91692
