feature,n_FN,n_TP,FN_mean,TP_mean,FN_over_TP_ratio,abs_dev_from_1
events_per_second,42751,6271,4462.030138499685,1021.498405995854,4.368122468237894,3.3681224682378943
ephemeral_privileged,42751,6271,0.9999298262028958,0.43119119757614416,2.3189940606946595,1.3189940606946595
lifetime_seconds,42751,6271,181.54948207059485,395514.29068697174,0.0004590212954259129,0.999540978704574
file_access_count,42751,6271,0.0034151247924025167,4.199649178759368,0.0008131928756514347,0.9991868071243486
priv_op_count,42751,6271,0.00701737971041613,2.9585393079253706,0.0023719068702646234,0.9976280931297353
max_uid_euid_delta,42751,6271,0.049449135692732335,18.701961409663532,0.002644061476203312,0.9973559385237967
is_suid_exec,42751,6271,0.0001637388599097097,0.02694944984850901,0.006075777458543133,0.9939242225414568
network_count,42751,6271,0.35971088395593087,12.803699569446659,0.028094292747566914,0.9719057072524331
shell_from_service,42751,6271,9.35650628055484e-05,0.0012757136022962844,0.07334331360669925,0.9266566863933008
auid_euid_mismatch,42751,6271,0.019017099015227714,0.14543135066177643,0.13076340781194407,0.8692365921880559
seq_length,42751,6271,8.050338003789385,53.65826821878488,0.1500297767897603,0.8499702232102397
failed_call_count,42751,6271,6.687516081495169,39.66400892999522,0.16860413916551564,0.8313958608344844
unique_syscalls,42751,6271,3.7339711351781246,5.784723329612502,0.6454882839536338,0.3545117160463662
exec_count,42751,6271,2.2604149610535424,1.8737043533726678,1.2063882741078098,0.2063882741078098
failed_call_rate,42751,6271,0.8116687469298964,0.7300657789826185,1.1117748157720742,0.11177481577207415
parent_child_rarity,42751,6271,0.951634803770672,0.9875890545367565,0.9635939153022008,0.03640608469779916
uid_changed,42751,6271,0.6133657692217725,0.6303619837346516,0.9730373738400545,0.02696262615994549
uid_is_root,42751,6271,1.0,0.995375538191676,1.0046459468119193,0.0046459468119193215
euid_root,42751,6271,1.0,0.995375538191676,1.0046459468119193,0.0046459468119193215
sensitive_path_access,42751,6271,0.0,0.0,,
