model,train_dataset,test_dataset,n_shared_features,insample_accuracy,insample_precision,insample_recall,insample_f1,insample_fpr,insample_auroc,crossdataset_accuracy,crossdataset_precision,crossdataset_recall,crossdataset_f1,crossdataset_fpr,crossdataset_auroc,f1_drop
xgb,CAM-LDS,CasinoLimit,17,0.8691481746599857,0.9950943798656287,0.7613724450246828,0.8626834623829885,0.0044037048560419305,0.9574289999643829,0.8294180517384286,0.8611111111111112,0.003950806091888103,0.007865524896923565,0.0001315806786931407,0.702581116124064,0.8548179374860649
xgb,CasinoLimit,CAM-LDS,17,0.9966736465558609,0.9809351168896112,1.0,0.9903758164778643,0.004013210700140791,0.9995222706595578,0.5394967237486923,0.5396928568280968,0.9993268328505569,0.7008741433824055,1.0,0.4873789567728118,0.2895016730954588
