fold,f1,auroc,fpr,pct_routed_to_stage2,degenerate
0,0.7206477732793523,0.9082990828481182,0.19088937093275488,43.54136429608128,False
1,0.9074387151310228,0.9926698653935717,0.008392051302351359,5.102581072137657,False
2,0.972972972972973,0.9997129767089042,0.009095502779181405,0.5838198498748958,False
3,0.6201323299156523,0.8301970796121027,0.15612255568336297,47.2880908370742,False
4,0.9339842611483532,0.958641137959774,0.04380743774105995,50.08786839906658,False
