feature,n_FN,n_TP,FN_mean,TP_mean,FN_over_TP_ratio,abs_dev_from_1
file_access_count,9781,5912,0.006441059196401186,0.00016914749661705008,38.07954196912381,37.07954196912381
failed_call_rate,9781,5912,0.0717206829567529,0.026274244474515106,2.7296953496158145,1.7296953496158145
failed_call_count,9781,5912,0.07882629587976689,0.030446549391069014,2.5890058957843434,1.5890058957843434
max_uid_euid_delta,9781,5912,293.3976076065842,118.35131935047362,2.4790396018970116,1.4790396018970116
sensitive_path_access,9781,5912,0.0,0.00033829499323410016,0.0,1.0
shell_from_service,9781,5912,0.00040895613945404356,0.5487144790257105,0.0007452986117300572,0.99925470138827
euid_root,9781,5912,0.7797771189039976,0.41305818673883626,1.8878142207045183,0.8878142207045183
priv_op_count,9781,5912,0.007872405684490338,0.05006765899864682,0.15723534596860433,0.8427646540313957
uid_is_root,9781,5912,0.48768019629894693,0.2948240866035183,1.6541395986915515,0.6541395986915515
seq_length,9781,5912,1.0087925569982619,1.7134641407307172,0.5887444814386698,0.41125551856133025
events_per_second,9781,5912,1.0087925569982619,1.6970577052180928,0.5944362138638176,0.4055637861361824
auid_euid_mismatch,9781,5912,0.7801860750434516,0.5999661705006766,1.3003834439404809,0.3003834439404809
exec_count,9781,5912,0.9937634188733259,0.8707713125845737,1.1412450140596548,0.14124501405965484
unique_syscalls,9781,5912,1.000204478069727,1.0497293640054126,0.9528212817190181,0.04717871828098186
lifetime_seconds,9781,5912,1.0,1.0128141068960559,0.9873480169669764,0.012651983033023617
uid_changed,9781,5912,0.0,0.0,,
network_count,9781,5912,0.0,0.0,,
