feature,n_FP,n_TN,FP_mean,TN_mean,cohens_d,abs_cohens_d
file_access_count,1322,74677,2.182299546142209,1.0004686851373248,0.6512664545135218,0.6512664545135218
events_per_second,1322,74677,1.6788077425823011,0.9983148372896525,0.5323408731637503,0.5323408731637503
lifetime_seconds,1322,74677,40.028062026367245,1.361051649117407,0.4758075798078129,0.4758075798078129
uid_is_root,1322,74677,0.0453857791225416,0.0013792734041271075,0.2942407611284938,0.2942407611284938
euid_root,1322,74677,0.0453857791225416,0.0013792734041271075,0.2942407611284938,0.2942407611284938
auid_euid_mismatch,1322,74677,0.9652042360060514,0.9982189964781659,-0.24819516112082202,0.24819516112082202
failed_call_rate,1322,74677,0.028748877639164446,0.0001874740549298981,0.24490467467859278,0.24490467467859278
seq_length,1322,74677,3.83963691376702,1.0031067129102669,0.18870850670373043,0.18870850670373043
sensitive_path_access,1322,74677,0.01588502269288956,0.0,0.17960634628796757,0.17960634628796757
unique_syscalls,1322,74677,1.1081694402420574,1.0000669550196177,0.16665711803166688,0.16665711803166688
failed_call_count,1322,74677,0.11422087745839637,0.0001874740549298981,0.15093771988277457,0.15093771988277457
exec_count,1322,74677,0.0,0.0025175087376300602,-0.07104686884984356,0.07104686884984356
uid_changed,1322,74677,0.0,0.0,,
max_uid_euid_delta,1322,74677,0.0,0.0,,
priv_op_count,1322,74677,0.0,0.0,,
network_count,1322,74677,0.0,0.0,,
shell_from_service,1322,74677,0.0,0.0,,
