fold,f1,auroc,fpr,pct_routed_to_stage2,degenerate
0,0.7206477732793523,0.9083799520493208,0.19088937093275488,43.54136429608128,False
1,0.9193782383419689,0.9920301796271483,0.010133797799065791,5.102581072137657,False
2,0.9751479289940829,0.9997250365110512,0.007074279939363315,0.5838198498748958,False
3,0.6201393798606202,0.8289014715989287,0.15619226881383108,47.2880908370742,False
4,0.937871460740522,0.9795761002107121,0.032188943383648395,50.08786839906658,False
