dropout,learning_rate,f1_mean,f1_std,auroc_mean,auroc_std,fpr_mean
0.1,0.01,0.8000200437448033,0.05047523614146599,0.877587475983284,0.01620795374153537,0.20564982568668277
0.1,0.001,0.8511693958451788,0.005619064990152798,0.9073455366779388,0.00841817548162827,0.09668206367821043
0.1,0.0001,0.7953696239986373,0.11758615204502237,0.8987358931902193,0.02955425778176317,0.03213428108720453
0.3,0.01,0.821255690250149,0.06710273169966344,0.8794266446431692,0.013578582726476197,0.1889763779527559
0.3,0.001,0.8082045438775305,0.02844993136556057,0.87154256177997,0.027771291320885967,0.2059928679127875
0.3,0.0001,0.8428602796670998,0.020129022920930592,0.9094306516775519,0.02658146442146698,0.07335519230308976
0.5,0.01,0.8101647875060496,0.045133634315591725,0.8900565190508356,0.025973921368067702,0.23564607615537417
0.5,0.001,0.8469862757448188,0.013111301000416853,0.8960835267398153,0.019227739518909635,0.09046741497738316
0.5,0.0001,0.7908921212963064,0.07915970876863482,0.9117374601401697,0.004297705512068876,0.0639813640316237
