dropout,learning_rate,f1_mean,f1_std,auroc_mean,auroc_std,fpr_mean
0.1,0.01,0.58365388475091,0.30658503748062615,0.46558621450210574,0.3900434628110609,0.3282411610679088
0.1,0.001,0.6531987436027252,0.358790915448857,0.8603015537816198,0.2218525771991508,0.33279823857331453
0.1,0.0001,0.4215803646641725,0.2732766433719013,0.5909955117371857,0.40584865519308355,0.3314297995149059
0.3,0.01,0.7509795315858211,0.2823474389420986,0.8632024900503268,0.22014770987093005,0.006688684500234653
0.3,0.001,0.642183595805729,0.3810563820154818,0.8607723020430408,0.2222291683284221,0.3328201686864301
0.3,0.0001,0.5226850829208657,0.274842165800861,0.7531377162995194,0.3668339007081387,0.3320701588178792
0.5,0.01,0.4264978255881915,0.19460988774204283,0.7517969855121126,0.17478669801908578,0.3314385715601521
0.5,0.001,0.4236472920165424,0.33863343522878286,0.8603238891539465,0.17593111493990973,0.6579472536919345
0.5,0.0001,0.36807087075914513,0.2154067407853511,0.9452040779615635,0.07395811717348906,0.005829024066106133
