repeat,fold,f1,auroc,fpr,fnr,pct_routed_to_stage2,avg_stage2_weight,degenerate
0,0,0.7483260118565275,0.9223512906731602,0.23909883720930233,0.2293569922698524,17.177060133630288,0.6692007780075073,False
0,1,0.6671014020215194,0.7809809859817065,0.8324263464064553,0.03328433431331368,66.33138440194233,0.8348278999328613,False
0,2,0.9797730010779279,0.9832511081932555,0.15797705943691345,0.02121999113194395,4.055351595594465,0.41277599334716797,False
0,3,0.9625911318274172,0.9836402714303022,0.18491735537190082,0.03220379716414323,4.718268668356405,0.6255898475646973,False
0,4,0.8056591487598413,0.915917606616909,0.13274397403135577,0.16666666666666663,56.321483771251934,0.2550707161426544,False
1,0,0.9159317374871149,0.9792538273646616,0.3355776999730676,0.02701058522934663,12.034864230640295,0.3512348532676697,False
1,1,0.8973277074542897,0.9855389811025081,0.023467292461132296,0.17084120982986772,12.563800549666274,0.4659584164619446,False
1,2,0.9377136346372958,0.9584669151571872,0.2019589552238806,0.06923850213621507,10.057414373391408,0.43005457520484924,False
1,3,0.6711102766303667,0.732823617518377,0.8225315755508436,0.12899033384777836,57.49632956213835,0.933916449546814,False
1,4,0.871285948442855,0.9691502162375064,0.12159667743424088,0.10330020856336641,9.84936268829664,0.6616801023483276,False
2,0,0.8236860977358877,0.9582854744484788,0.382427130044843,0.0814577859019765,20.422934105355907,0.6123114824295044,False
2,1,0.9501018329938901,0.9834882190351576,0.29241645244215936,0.023207119176409052,8.919994510772607,0.3407098352909088,False
2,2,0.698860103626943,0.8880482282323646,0.0026703819807268082,0.4599183150476496,38.8300370505662,0.5427210330963135,False
2,3,0.8959970754889417,0.9708618491858436,0.07452339688041594,0.16462167689161555,3.5469667318982387,0.520573079586029,False
2,4,0.9017238725565646,0.9388695860071345,0.19484808454425362,0.12468250410877035,8.366800535475234,0.5106252431869507,False
3,0,0.7212052942833005,0.8586389125283456,0.7138623031799938,0.020337902454574452,54.15307402760351,0.7052596211433411,False
3,1,0.9634591106747089,0.9813435878403856,0.011639559084251908,0.06091058244462677,39.33190826419333,0.2452191561460495,False
3,2,0.9318504495977283,0.9579381068069368,0.1610635696821516,0.0735207622632631,7.372802174467001,0.49019190669059753,False
3,3,0.6760822843107154,0.9327670869790438,0.022251500512370077,0.4706730769230769,8.634337184969521,0.25021570920944214,False
3,4,0.9318768277997591,0.9756965836471707,0.06409235668789809,0.10433201058201058,10.385514018691588,0.5599072575569153,False
4,0,0.9524840685516303,0.9861063971185968,0.10173323285606632,0.05296505905511806,8.1909920929623,0.7620488405227661,False
4,1,0.9501194743130227,0.9779639178680322,0.20243362831858408,0.04531812725090034,8.687440982058545,0.6380470991134644,False
4,2,0.7566358915175996,0.8992010558928495,0.40856529091823207,0.06992552311147893,61.81148026909297,0.4750872254371643,False
4,3,0.8874381800197824,0.9750120774096122,0.009320905459387484,0.17989031078610607,4.892688250272827,0.714535117149353,False
4,4,0.8386186719607126,0.8958484549449713,0.3250487329434698,0.1794295061854616,10.406913935902052,0.393839031457901,False
5,0,0.7185046934182358,0.8805216497964243,0.3959277990931287,0.08237521031968598,37.60752688172043,0.8018430471420288,False
5,1,0.8444860620903263,0.8933858732601939,0.1015625,0.2408702408702409,3.8533658353647104,0.4328462779521942,False
5,2,0.8891652846876728,0.9780325184553408,0.20374928990721455,0.07584027578282104,17.4303683737646,0.5017988085746765,False
5,3,0.9808350162799324,0.9937303528766858,0.05264130033247137,0.014901895852305613,3.5671411421711543,0.46659883856773376,False
5,4,0.813589628967367,0.9361698195588832,0.5032642089093702,0.08943089430894313,27.168067863364385,0.373700886964798,False
6,0,0.7693568037642314,0.8708583940728201,0.7458094631869298,0.0232024749306593,48.78219357192812,0.7732227444648743,False
6,1,0.965465182109832,0.9868151858333833,0.19768934531450577,0.01120989563200614,3.9809863339275102,0.6464507579803467,False
6,2,0.9758169934640523,0.9764488986551827,0.24541531823085222,0.02359801624066704,3.3658367569172896,0.4056231379508972,False
6,3,0.6446280991735537,0.7315369727117508,0.0027386085537816104,0.5192878338278932,2.2095344195330267,0.5765118598937988,False
6,4,0.7231007218975593,0.9272613247016455,0.31494457892725186,0.15130119023602984,24.17616742152116,0.6597943902015686,False
7,0,0.8083984336567032,0.9287915429104227,0.5047834983133329,0.02879432624113476,37.61374353223052,0.7113915085792542,False
7,1,0.9614142139267767,0.993581285737477,0.08418471597874949,0.04013617631248878,5.119581464872945,0.605549156665802,False
7,2,0.8628146047500886,0.869150631044159,0.05610804999328047,0.19469156679655908,6.7513955692869425,0.46625107526779175,False
7,3,0.7706751897722732,0.9107132600590562,0.5326695706285003,0.13147230977037372,36.102403343782655,0.3540080785751343,False
7,4,0.8159080519819761,0.9679770627311369,0.5451301427371956,0.03431751429896435,30.69527285676133,0.2774118185043335,False
8,0,0.7746115019275863,0.8617768981176669,0.16509877704609596,0.22707804568527923,14.09035656401945,0.6142686009407043,False
8,1,0.9885884285777718,0.9685733020309472,0.13956043956043956,0.011543242763274675,2.4318107131120605,0.7320990562438965,False
8,2,0.6932392292264338,0.8209149356654845,0.7399541134054408,0.05502491694352163,55.88324411675588,0.8050058484077454,False
8,3,0.940426074754433,0.968108099985725,0.20119760479041915,0.07503136762860729,4.70954356846473,0.4770087003707886,False
8,4,0.9404934687953556,0.9947421742536523,0.02778135048231511,0.08379223098675403,8.32758382779081,0.48486843705177307,False
9,0,0.9131106494059986,0.9801846640804885,0.04011721907841552,0.12586699306405547,10.852791878172589,0.48758766055107117,False
9,1,0.9728897631061318,0.99067829262642,0.1653290529695024,0.0191412312467667,4.9254790631653655,0.35791122913360596,False
9,2,0.7320406425161916,0.8252091030806484,0.7230304175325902,0.09976617303195634,43.82124316752273,0.42927879095077515,False
9,3,0.9532062391681109,0.9802024829773276,0.20734597156398105,0.050086355785837644,12.109454768225444,0.5449506044387817,False
9,4,0.8718863257205316,0.9134720225186015,0.06947837332950137,0.14256619144602856,50.48338899630866,0.5182531476020813,False
10,0,0.8998545101842871,0.9512743117484151,0.017245357019264045,0.15418803418803417,12.625895148010569,0.5340031385421753,False
10,1,0.7597402597402597,0.885692166393976,0.5284697508896797,0.17314487632508835,26.884006614694073,0.5235702991485596,False
10,2,0.9757204838663334,0.9900643665313645,0.06741573033707865,0.03374687002048715,5.969028625058658,0.5009652972221375,False
10,3,0.6230020133952419,0.7995495354188136,0.6412197686645636,0.0036798528058877844,61.86797110725062,0.9817764759063721,False
10,4,0.8853386731673342,0.9040565825227405,0.05971404541631623,0.18771467369598216,6.002894356005789,0.6006615161895752,False
11,0,0.702265212456201,0.8611351438455292,0.7827299945563418,0.03805854120191987,57.367153853979445,0.5006678104400635,False
11,1,0.9028045704110402,0.9920543110664737,0.02631214513225315,0.13259195893926434,3.0574198359433256,0.6409637331962585,False
11,2,0.8608110072186425,0.9172039242762521,0.20125504258180188,0.18187678423427567,13.28894980745382,0.5507515072822571,False
11,3,0.9647560749397144,0.9838324383014545,0.10148641722193746,0.033810143042912855,3.8996454867739296,0.6096385717391968,False
11,4,0.9335688556386811,0.9752053984344102,0.06801456924106147,0.06926795580110501,5.602692156230981,0.39440932869911194,False
12,0,0.7319340097591202,0.8314838023970557,0.8495462640997371,0.02517020837631523,56.47880905362297,0.5739533305168152,False
12,1,0.8897589120131877,0.9424080857754584,0.1595744680851064,0.15133647798742134,17.16417910447761,0.6156615614891052,False
12,2,0.9550133204165657,0.9781667421764206,0.019353789439444866,0.06679682877765947,1.4399683150390403,0.6599307656288147,False
12,3,0.6258716379678383,0.8954116651832608,0.5839904420549582,0.0776006711409396,42.380879890394276,0.4474097490310669,False
12,4,0.8882218052949761,0.9606162632490314,0.10621398536053574,0.15801122440913762,8.934563758389261,0.44170060753822327,False
13,0,0.9439916924396686,0.9830600063637083,0.16620829845749133,0.049593163325605705,10.704169685791449,0.37176379561424255,False
13,1,0.9230203481245404,0.9878611839116764,0.025916561314791402,0.12665274878218513,10.020066889632107,0.5754066109657288,False
13,2,0.6543324823547079,0.8057289392958717,0.7583633213381314,0.011703864997278157,52.339787920700786,0.5661322474479675,False
13,3,0.638995084653195,0.8323856880614183,0.02819779321618308,0.5216680294358136,4.937867887508175,0.4508199691772461,False
13,4,0.8975436752922632,0.9467142716626762,0.029055690072639227,0.1481112080787932,4.7013061851709566,0.4638782739639282,False
14,0,0.6783890400905171,0.8668495785227838,0.38422109264875487,0.12065958458855242,41.657182512144345,0.8783940076828003,False
14,1,0.9234784424261405,0.9587260273479602,0.16234796404019036,0.08785316560115486,10.59347181008902,0.43317052721977234,False
14,2,0.9577262834464217,0.9790704319253298,0.3004190675746464,0.026241799437675684,5.29447533009034,0.5797330141067505,False
14,3,0.575,0.8692807344098157,0.25076519457804985,0.39287285525736915,19.840806192493062,0.6842982172966003,False
14,4,0.9499515660316435,0.9842498279528475,0.0918918918918919,0.05789675931856031,6.465288818229994,0.6056281924247742,False
