feature,n_FN,n_TP,FN_mean,TP_mean,FN_over_TP_ratio,abs_dev_from_1
priv_op_count,7796,41226,0.0,0.4573084946393053,0.0,1.0
network_count,7796,41226,0.0006413545407901488,2.320501625187988,0.00027638616315909343,0.9997236138368409
uid_changed,7796,41226,0.0310415597742432,0.7260709261145879,0.04275279267874754,0.9572472073212525
is_suid_exec,7796,41226,0.001026167265264238,0.004075098238975404,0.25181411712966356,0.7481858828703365
lifetime_seconds,7796,41226,17754.449037968192,56993.59273531267,0.31151657907271585,0.6884834209272841
max_uid_euid_delta,7796,41226,0.9043099025141098,2.7250764080919807,0.33184754006486056,0.6681524599351394
file_access_count,7796,41226,0.762570548999487,0.49815650317760635,1.530785092908061,0.5307850929080611
shell_from_service,7796,41226,0.00012827090815802975,0.00026682190850434195,0.480736041792994,0.519263958207006
failed_call_count,7796,41226,5.841328886608517,11.863678261291419,0.49237081097078406,0.5076291890292159
seq_length,7796,41226,7.611595690097486,15.070853344976472,0.5050540613637275,0.49494593863627245
exec_count,7796,41226,1.6189071318624937,2.3229030223645273,0.6969327243866501,0.3030672756133499
events_per_second,7796,41226,4933.392957285788,3849.5448372386354,1.2815522784830378,0.28155227848303777
unique_syscalls,7796,41226,3.016162134427912,4.181657206617183,0.7212839277344504,0.2787160722655496
auid_euid_mismatch,7796,41226,0.028219599794766546,0.036506088390821326,0.7730107781654788,0.2269892218345212
ephemeral_privileged,7796,41226,0.9840944073884043,0.9164119730267307,1.0738559036261077,0.07385590362610772
parent_child_rarity,7796,41226,0.9960304299640842,0.9487085146509484,1.049880352692467,0.049880352692466934
failed_call_rate,7796,41226,0.7828051180092355,0.8047141221559211,0.9727741771351186,0.0272258228648814
uid_is_root,7796,41226,1.0,0.999296560423034,1.0007039347525304,0.0007039347525303885
euid_root,7796,41226,1.0,0.999296560423034,1.0007039347525304,0.0007039347525303885
sensitive_path_access,7796,41226,0.0,0.0,,
