feature,n_FN,n_TP,FN_mean,TP_mean,FN_over_TP_ratio,abs_dev_from_1
auid_euid_mismatch,9308,39714,0.060163300386764075,0.029334743415420254,2.0509230142145483,1.0509230142145483
network_count,9308,39714,0.008917060593038246,2.406884222188649,0.003704814926631455,0.9962951850733686
priv_op_count,9308,39714,0.010421143102707349,0.4722767789696329,0.02206575374178501,0.977934246258215
file_access_count,9308,39714,0.03298238074774388,0.6590874754494637,0.05004249356316716,0.9499575064368329
max_uid_euid_delta,9308,39714,0.25343790287924367,2.946945661479579,0.08600019545389229,0.9139998045461077
is_suid_exec,9308,39714,0.0004297378599054577,0.004330966409830286,0.09922447307142644,0.9007755269285735
uid_changed,9308,39714,0.21809196390201976,0.7086921488643804,0.30773864822898606,0.6922613517710139
seq_length,9308,39714,5.075418994413408,15.949262224908093,0.3182228069764308,0.6817771930235692
failed_call_count,9308,39714,4.028255264288783,12.51790300649645,0.3217995268215634,0.6782004731784366
shell_from_service,9308,39714,0.00010743446497636442,0.0002769804099310067,0.3878774856428488,0.6121225143571511
lifetime_seconds,9308,39714,26398.444059841,56461.57076841919,0.46754710682981065,0.5324528931701893
exec_count,9308,39714,1.4445638160721959,2.390567558039986,0.6042765079839811,0.39572349201601886
unique_syscalls,9308,39714,3.0143962183068327,4.226444075137231,0.7132227860388656,0.2867772139611344
events_per_second,9308,39714,4529.957951117318,3902.835734149166,1.1606837334917626,0.16068373349176257
ephemeral_privileged,9308,39714,0.9848517404383326,0.9136576522133253,1.0779220620026992,0.07792206200269924
parent_child_rarity,9308,39714,0.9968116818865492,0.9467237579191217,1.0529065881662458,0.05290658816624583
failed_call_rate,9308,39714,0.7736480876665235,0.8076944326937604,0.9578474932485443,0.042152506751455654
uid_is_root,9308,39714,0.9974215728405672,0.9998740998136677,0.997547164214417,0.002452835785582974
euid_root,9308,39714,0.9974215728405672,0.9998740998136677,0.997547164214417,0.002452835785582974
sensitive_path_access,9308,39714,0.0,0.0,,
