feature,n_FP,n_TN,FP_mean,TN_mean,cohens_d,abs_cohens_d
ephemeral_privileged,2023,39760,0.09639149777558081,0.933953722334004,-3.0703532112151155,3.0703532112151155
lifetime_seconds,2023,39760,368770.35055956495,28888.616012600603,2.48398421112603,2.48398421112603
events_per_second,2023,39760,583.5160093919922,5939.898324471832,-1.5098325098526828,1.5098325098526828
unique_syscalls,2023,39760,3.5897182402372714,2.9279426559356136,0.8922067143145228,0.8922067143145228
seq_length,2023,39760,13.531389026198715,7.0171529175050305,0.5630924008184688,0.5630924008184688
parent_child_rarity,2023,39760,0.9921175743944636,0.9337230411971831,0.5538323685864919,0.5538323685864919
failed_call_rate,2023,39760,0.7225681660899654,0.8073470045271631,-0.5516035719063621,0.5516035719063621
uid_changed,2023,39760,0.226890756302521,0.04919517102615694,0.5330243322817843,0.5330243322817843
failed_call_count,2023,39760,8.33415719228868,5.9758299798792756,0.37128312441693634,0.37128312441693634
auid_euid_mismatch,2023,39760,0.09243697478991597,0.013380281690140845,0.35872757280430506,0.35872757280430506
file_access_count,2023,39760,0.44043499752842313,0.0,0.25770043564919165,0.25770043564919165
exec_count,2023,39760,2.5872466633712308,2.431388329979879,0.07373757886428538,0.07373757886428538
shell_from_service,2023,39760,0.0004943153732081067,0.0,0.031442499048520506,0.031442499048520506
max_uid_euid_delta,2023,39760,0.0,0.22640845070422536,-0.021279267594558848,0.021279267594558848
is_suid_exec,2023,39760,0.0,2.5150905432595573e-05,-0.007092376954533027,0.007092376954533027
uid_is_root,2023,39760,1.0,1.0,,
euid_root,2023,39760,1.0,1.0,,
priv_op_count,2023,39760,0.0,0.0,,
network_count,2023,39760,0.0,0.0,,
sensitive_path_access,2023,39760,0.0,0.0,,
