half_width,low_thresh,high_thresh,f1_mean,f1_std,auroc_mean,auroc_std,pct_routed_mean,pct_routed_std
0.1,0.4,0.6,0.9244150015075165,0.11730462391216022,0.9646803129076583,0.042444320764803194,0.5338785804366585,0.9226734121208362
0.15,0.35,0.65,0.9244150015075165,0.11730462391216022,0.964680313021583,0.042444320896163006,0.53456918544611,0.923869574119347
0.2,0.3,0.7,0.9338444018943637,0.10097567798915319,0.9646803127937336,0.04244432063344342,0.542400596805417,0.917086645367729
0.25,0.25,0.75,0.9472238295850292,0.07802409904046259,0.964680313021583,0.042444320896163006,0.5447363173730811,0.9150654108353915
0.3,0.2,0.8,0.954042011403211,0.06622068238858717,0.9646803586086045,0.042444336464041964,0.8005060445748503,0.9205036898952127
