precision,recall,f1,fpr,auroc,repeat,model,n_total
0.8546138479194118,0.8203051691077475,0.8371081227361672,0.16372687456621113,0.8358748607822744,0,cnn,90805
0.6952410857581467,0.8129819264819876,0.7495157316683279,0.418112629538329,0.8564063006592714,1,cnn,90805
0.9879359257242742,0.7032760801272898,0.821649447681693,0.01007586817605246,0.7929327429358988,2,cnn,90805
0.892939142997188,0.7060707437477051,0.7885857492737939,0.0993226910465979,0.877297218372253,3,cnn,90805
0.9468480523342254,0.7794663620415324,0.8550426279397615,0.051336668022880116,0.8535503392092819,4,cnn,90805
0.9116805831065184,0.8062706539920852,0.8557417511041829,0.09164014072708997,0.7861988935231945,5,cnn,90805
0.7053794945018266,0.7759577332626167,0.7389872655392475,0.38025034104779454,0.6764394389380618,6,cnn,90805
0.7644328401508558,0.6987679001264738,0.7301269276267411,0.25263863293684036,0.7092050596057664,7,cnn,90805
0.725778626945408,0.7981314511851821,0.760237440615558,0.35380417873297754,0.8348897726269238,8,cnn,90805
0.7397690344612334,0.8219370894700339,0.778691455130497,0.33922887298662135,0.7521797405281191,9,cnn,90805
0.9738052389522096,0.6954020643792583,0.8113865451213271,0.02194672474451332,0.7356706156945079,10,cnn,90805
0.7438814133687403,0.7657174329892701,0.7546414965370968,0.3093123997798148,0.8548147455052016,11,cnn,90805
0.9313644025545452,0.8002529476561544,0.8608450456974205,0.06919081923270229,0.7919154666521688,12,cnn,90805
0.9362611450887923,0.7775692546203745,0.849568172953697,0.06210659837733049,0.84216871870914,13,cnn,90805
0.7676489028213166,0.749296234343764,0.7583615492608803,0.2660890792906206,0.871755971814068,14,cnn,90805
