feature,n_FP,n_TN,FP_mean,TN_mean,cohens_d,abs_cohens_d
file_access_count,74481,1518,0.9990870154804581,2.0974967061923584,-0.8917800111776237,0.8917800111776237
lifetime_seconds,74481,1518,1.0577879996278041,49.91518050047406,-0.6934684512286884,0.6934684512286884
events_per_second,74481,1518,1.001025593461321,1.457940522648578,-0.3811798565909523,0.3811798565909523
auid_euid_mismatch,74481,1518,0.9985231132772117,0.9545454545454546,0.2935376432919777,0.2935376432919777
failed_call_rate,74481,1518,0.0002712202599152444,0.020952081726105454,-0.20622899906142325,0.20622899906142325
euid_root,74481,1518,0.001718559095608276,0.0230566534914361,-0.19376053423168138,0.19376053423168138
uid_is_root,74481,1518,0.001718559095608276,0.0230566534914361,-0.19376053423168138,0.19376053423168138
seq_length,74481,1518,1.0168499348827218,2.7990777338603428,-0.17675708708494542,0.17675708708494542
sensitive_path_access,74481,1518,1.3426242934439656e-05,0.013175230566534914,-0.16310385429017346,0.16310385429017346
failed_call_count,74481,1518,0.0009532632483452156,0.061923583662714096,-0.11090321963725305,0.11090321963725305
unique_syscalls,74481,1518,1.0010472469488862,1.0461133069828723,-0.10376014530820978,0.10376014530820978
exec_count,74481,1518,0.002524133671674655,0.0,0.07114052388984846,0.07114052388984846
uid_changed,74481,1518,0.0,0.0,,
max_uid_euid_delta,74481,1518,0.0,0.0,,
priv_op_count,74481,1518,0.0,0.0,,
network_count,74481,1518,0.0,0.0,,
shell_from_service,74481,1518,0.0,0.0,,
