precision,recall,f1,fpr,auroc,repeat,model,n_total
0.0008439374958792114,0.004078251449690945,0.001398479153920112,0.9969999605257964,0.0035002137467042855,0,iforest,91692
0.0,0.0,0.0,0.0010658034974144396,0.49045382176081265,1,iforest,91692
0.0,0.0,0.0,0.0008815905472440426,0.49946709825129276,2,iforest,91692
0.0008439374958792114,0.004078251449690945,0.001398479153920112,0.9969999605257964,0.0035002137467042855,3,iforest,91692
0.0,0.0,0.0,6.579033934657035e-05,0.003573730562531818,4,iforest,91692
0.0008439374958792114,0.004078251449690945,0.001398479153920112,0.9969999605257964,0.0035002137467042855,5,iforest,91692
0.0008439374958792114,0.004078251449690945,0.001398479153920112,0.9969999605257964,0.0035002137467042855,6,iforest,91692
0.0,0.0,0.0,0.0001315806786931407,0.49996710483032675,7,iforest,91692
0.0,0.0,0.0,0.00019737101803971106,0.49982236608376424,8,iforest,91692
0.0008439374958792114,0.004078251449690945,0.001398479153920112,0.9969999605257964,0.0035002137467042855,9,iforest,91692
0.0,0.0,0.0,0.0002894774931249095,0.49982236608376424,10,iforest,91692
0.0,0.0,0.0,0.00010526454295451255,0.0035776478819153287,11,iforest,91692
0.0,0.0,0.0,0.0002631613573862814,0.49982236608376424,12,iforest,91692
0.0,0.0,0.0,0.0001710548823010829,0.49045382176081265,13,iforest,91692
0.0,0.0,0.0,0.0010658034974144396,0.49045382176081265,14,iforest,91692
