precision,recall,f1,fpr,auroc,repeat,model,n_total
0.9415032974975156,0.8011300303647615,0.8656629633475236,0.019996602893716898,0.9372976591603783,0,cnn,90778
0.5228219630845146,0.8633585732405735,0.6512612351406205,0.3165639814085638,0.8816981067851914,1,cnn,90778
0.9652478718077115,0.7409001806511127,0.8383238741383434,0.010716326183968746,0.9130199862188141,2,cnn,90778
0.9507409823841924,0.7841411384863743,0.8594418114797262,0.016321551551087846,0.9072727430137351,3,cnn,90778
0.9589169925258625,0.7446285121266863,0.8382951103418433,0.012816355522613919,0.8935569790698663,4,cnn,90778
0.7779126646909701,0.8374139985394166,0.8065674515030357,0.09604545945862479,0.9309490272343418,5,cnn,90778
0.9866188361234484,0.6659876234769574,0.7951995227058904,0.00362872716604129,0.9337584089180935,6,cnn,90778
0.9858580508474576,0.7154168428335319,0.8291422589482593,0.004122851716310743,0.9169239825971778,7,cnn,90778
0.8737287071527226,0.8023984317945958,0.836545782408335,0.0465866802550918,0.9315299979680476,8,cnn,90778
0.9393132818738356,0.8138524810700696,0.8720937416338886,0.021123824524019084,0.9146315563724976,9,cnn,90778
0.9548324653177859,0.7962870430872122,0.8683824454038647,0.015132564352001977,0.9325573336675468,10,cnn,90778
0.2605098389982111,0.26867048468309185,0.264527237979905,0.3063881039514523,0.5936642833619405,11,cnn,90778
0.9544009948873843,0.796440788715071,0.8682953402614817,0.01528697827396118,0.9392519920759526,12,cnn,90778
0.9626441199077632,0.7220663412384211,0.8251778968637442,0.01125677491082596,0.8885999096567273,13,cnn,90778
0.8840354676582356,0.8315716646807857,0.8570013864131512,0.04382267105202205,0.9364615772435063,14,cnn,90778
