repeat,fold,f1,auroc,fpr,fnr,pct_routed_to_stage2,avg_stage2_weight,degenerate
10,4,0.8908416158341509,0.9038349345664062,0.10134566862910008,0.16590782011342764,6.002894356005789,0.6006615161895752,False
11,0,0.6973925999503352,0.8557015295012379,0.7781028851388133,0.050767254782667526,57.367153853979445,0.5006678104400635,False
11,1,0.9009356898856379,0.9918674925852096,0.02672760005539399,0.135158254918734,3.0574198359433256,0.6409637331962585,False
11,2,0.8519676442856434,0.9164709850552054,0.15867324069923802,0.20950363753568468,13.28894980745382,0.5507515072822571,False
11,3,0.9736818140424369,0.9838416268235527,0.1291645310097386,0.0068734906186141975,3.8996454867739296,0.6096385717391968,False
11,4,0.9590251549918051,0.9744774676970325,0.009514606407492753,0.07058011049723756,5.602692156230981,0.39440932869911194,False
12,0,0.760406011487922,0.8291912606615047,0.10287507420914256,0.3353964651674576,56.47880905362297,0.5739533305168152,False
12,1,0.8880688806888068,0.9414749347651545,0.17872340425531916,0.1485849056603774,17.16417910447761,0.6156615614891052,False
12,2,0.955330409798881,0.9782183131378901,0.02000433698362789,0.06555437226363747,1.4399683150390403,0.6599307656288147,False
12,3,0.6126334006345544,0.9179070145053042,0.579689366786141,0.10906040268456374,42.380879890394276,0.4474097490310669,False
12,4,0.8743805963661654,0.9599544064314205,0.04625447749571718,0.20496403446367872,8.934563758389261,0.44170060753822327,False
13,0,0.9444206829795376,0.9839002824022576,0.17302403443740286,0.04645665712077818,10.704169685791449,0.37176379561424255,False
13,1,0.9232673267326733,0.9884115503191936,0.012326169405815424,0.13477151472976112,10.020066889632107,0.5754066109657288,False
13,2,0.6551021631014441,0.8071787313623513,0.7612288417966147,0.00807475957176551,52.339787920700786,0.5661322474479675,False
13,3,0.645368552561128,0.8317373285024364,0.05149162239476911,0.5072226764786045,4.937867887508175,0.4508199691772461,False
13,4,0.8979404433949888,0.9413532564575591,0.029680543622588457,0.14661513526991643,4.7013061851709566,0.4638782739639282,False
14,0,0.6891477255801484,0.8462535113619667,0.40100807312801673,0.08300301252576503,41.657182512144345,0.8783940076828003,False
14,1,0.9081907222042838,0.9581273551689364,0.11792702273929138,0.12992369560734174,10.59347181008902,0.43317052721977234,False
14,2,0.9510543525837432,0.977979110116355,0.30487166055526455,0.03837342497136309,5.29447533009034,0.5797330141067505,False
14,3,0.753528773072747,0.8708878546292855,0.005028421512898994,0.38935327760668714,19.840806192493062,0.6842982172966003,False
14,4,0.9523687415859992,0.984183796829668,0.10355618776671409,0.04854617650826176,6.465288818229994,0.6056281924247742,False
