strategy,n,accuracy,precision,recall,f1
llm,390,0.2846153846153846,0.2853470437017995,0.9910714285714286,0.4431137724550898
always_xgb,390,0.7128205128205128,0.0,0.0,0.0
always_cnn,390,0.28717948717948716,0.28717948717948716,1.0,0.44621513944223107
trust_more_confident,390,0.28717948717948716,0.28717948717948716,1.0,0.44621513944223107
blend_at_0.5,390,0.28717948717948716,0.28717948717948716,1.0,0.44621513944223107
majority_class,390,0.7128205128205128,0.0,0.0,0.0
