max_fpr_cap,f1_mean,f1_std,precision_mean,recall_mean,actual_fpr_mean,auroc_mean
0.01,0.838188258128063,0.031444098041547776,0.9913479714553727,0.7270898780139529,0.007491084890984372,0.9225891553693435
0.02,0.8397732129724984,0.02476535608237091,0.9488679029744009,0.7538166537472971,0.04891941698777015,0.9305826838089569
0.05,0.8281744458686223,0.02573188412317354,0.8396726786042132,0.8299661376524826,0.21008544144747865,0.9165286395379001
0.1,0.8507537434645791,0.01129759803074406,0.8878583341738153,0.8230753539227285,0.13286264748821291,0.9290502416335636
0.15,0.8018090747492203,0.0368645979530192,0.753393523575608,0.868516176410591,0.3557810592824833,0.9288579686518871
0.2,0.8070327953167589,0.041237329170396964,0.7516771365418158,0.8909550813920282,0.3828877773257066,0.9311772340161213
0.3,0.7763677090318145,0.007546733788150284,0.6712957098890971,0.9280363918240792,0.5439245626211616,0.9255818841795014
0.5,0.7870276552897995,0.040775935528665375,0.6981497032806929,0.9238545958957204,0.5095708781083215,0.9278829087824956
1.0,0.8306473006391564,0.027074502156824193,0.8327839115025979,0.831655175227449,0.20123973864969008,0.9225620258601495
