precision,recall,f1,fpr,auroc,repeat,model,n_total
0.9166743606315206,0.8101260658479866,0.8601130530829706,0.08639877462125745,0.9365099946241595,0,rf,90805
0.9653269141926228,0.8098608787891151,0.8807862538685953,0.034128712634324966,0.9402718053038356,1,rf,90805
0.9721523358492428,0.8039859654848843,0.8801080791389397,0.02702055860038772,0.9453247360752403,2,rf,90805
0.7688649618663078,0.8739953490269675,0.8180663885361872,0.30825933992293514,0.9409424889136564,3,rf,90805
0.9762287263416838,0.7933376851209661,0.8753319828944407,0.022664720101476677,0.9523475761048252,4,rf,90805
0.7823794510055398,0.8959650769042471,0.8353286864902387,0.2923916425340449,0.9444134476643206,5,rf,90805
0.9190349526342807,0.8034759903716698,0.8573791902481498,0.08304812962209511,0.9374769044118936,6,rf,90805
0.9875689143341815,0.7600465097303252,0.8589971181556196,0.011224660747193835,0.9328374661442458,7,rf,90805
0.9707032216558619,0.8002529476561544,0.8772753700970526,0.028336883421487206,0.935069081258373,8,rf,90805
0.9835042476562286,0.7297335890008567,0.8378242285848118,0.014359907139267165,0.9322691285822278,9,rf,90805
0.9429432256849638,0.817184121414875,0.8755710008086901,0.05801402484263935,0.9499212660330608,10,rf,90805
0.7782866332220455,0.9082656766349803,0.8382675490205307,0.3035684369241079,0.9330841887426723,11,rf,90805
0.7763886500429923,0.9209538574517564,0.8425148359646176,0.31120312088648494,0.9423274052227113,12,rf,90805
0.9815090559601484,0.7395455101791033,0.8435184215730755,0.016346360960199122,0.941176759883167,13,rf,90805
0.9658284641068448,0.7552935416751663,0.8476842418553538,0.03135246392073331,0.9494427118214678,14,rf,90805
