precision,recall,f1,fpr,auroc,repeat,model,n_total
0.9426020408163265,0.37672847766520107,0.5383109492374232,0.004736904432953065,0.8565430113237521,0,iforest,91692
0.966056302939711,0.9884024724399414,0.9771016409965668,0.007171146988776168,0.9136317358416847,1,iforest,91692
0.95,0.8329828585993755,0.8876515125793637,0.00905275069408808,0.8330703254154692,2,iforest,91692
0.9549039433771487,0.9026954693175301,0.9280660377358491,0.008802747404571112,0.8330937236848861,3,iforest,91692
0.9497386856443901,0.5442554004970369,0.6919711577412299,0.0059474466769299595,0.4730752132775608,4,iforest,91692
0.9380373959328511,0.43796597208946664,0.5971329278887924,0.0059737628126685875,0.9899980376258979,5,iforest,91692
0.9475864726852298,0.6267125469954757,0.7544492175513962,0.007157988920906854,0.7409586845330272,6,iforest,91692
0.9171532846715329,0.320270184158542,0.4747555849430879,0.0059737628126685875,0.4388454761107505,7,iforest,91692
0.9639481000926784,0.66277958325368,0.785485028131254,0.005118488401163173,0.8211935865563206,8,iforest,91692
0.9465087474841307,0.7791371949276747,0.8547062318688616,0.009092224897696023,0.9894494276109257,9,iforest,91692
0.9535947712418301,0.9297138851717326,0.9415029200141968,0.00934222818721299,0.9709998636677267,10,iforest,91692
0.9530641330166271,0.6392021920601542,0.7651994812724082,0.006500085527441151,0.6339619703598997,11,iforest,91692
0.9480584467574059,0.6036449372331613,0.7376289663227564,0.006829037224174002,0.8891869946301121,12,iforest,91692
0.9532801035822184,0.5629898680940547,0.7079043307559794,0.005697443387412992,0.9749111033246005,13,iforest,91692
0.9627894873796513,0.943095647741031,0.9528408176404314,0.007526414821247648,0.9584237633977929,14,iforest,91692
