model,train_dataset,test_dataset,repeat,seed,n_shared_features,insample_accuracy,insample_precision,insample_recall,insample_f1,insample_fpr,insample_auroc,crossdataset_accuracy,crossdataset_precision,crossdataset_recall,crossdataset_f1,crossdataset_fpr,crossdataset_auroc,f1_drop
iforest,CasinoLimit,CAM-LDS,2,44,17,0.9808271168695197,0.89926078734743,1.0,0.9469587255611875,0.023131883314254136,0.980889658816549,0.5398601398601398,0.5398601398601398,1.0,0.701180744777475,1.0,0.6167606362647091,0.2457779807837125
iforest,CasinoLimit,CAM-LDS,3,45,17,0.9808271168695197,0.89926078734743,1.0,0.9469587255611875,0.023131883314254136,0.9809860842368706,0.5398601398601398,0.5398601398601398,1.0,0.701180744777475,1.0,0.6038885370603473,0.2457779807837125
iforest,CasinoLimit,CAM-LDS,4,46,17,0.9808271168695197,0.89926078734743,1.0,0.9469587255611875,0.023131883314254136,0.9809407055462981,0.5398601398601398,0.5398601398601398,1.0,0.701180744777475,1.0,0.5776097929977487,0.2457779807837125
iforest,CasinoLimit,CAM-LDS,5,47,17,0.9808271168695197,0.89926078734743,1.0,0.9469587255611875,0.023131883314254136,0.9807520420115199,0.5398601398601398,0.5398601398601398,1.0,0.701180744777475,1.0,0.4791150953626537,0.2457779807837125
iforest,CasinoLimit,CAM-LDS,6,48,17,0.9808271168695197,0.89926078734743,1.0,0.9469587255611875,0.023131883314254136,0.9810945651405176,0.5398601398601398,0.5398601398601398,1.0,0.701180744777475,1.0,0.5893565477699014,0.2457779807837125
iforest,CasinoLimit,CAM-LDS,7,49,17,0.9808271168695197,0.89926078734743,1.0,0.9469587255611875,0.023131883314254136,0.9807879678213711,0.5398601398601398,0.5398601398601398,1.0,0.701180744777475,1.0,0.5925700080844072,0.2457779807837125
iforest,CasinoLimit,CAM-LDS,8,50,17,0.9808271168695197,0.89926078734743,1.0,0.9469587255611875,0.023131883314254136,0.9810827494588497,0.5398601398601398,0.5398601398601398,1.0,0.701180744777475,1.0,0.5595828614921321,0.2457779807837125
iforest,CasinoLimit,CAM-LDS,9,51,17,0.9808271168695197,0.89926078734743,1.0,0.9469587255611875,0.023131883314254136,0.9810889583094564,0.5398601398601398,0.5398601398601398,1.0,0.701180744777475,1.0,0.5401648927067481,0.2457779807837125
iforest,CasinoLimit,CAM-LDS,10,52,17,0.9808271168695197,0.89926078734743,1.0,0.9469587255611875,0.023131883314254136,0.9807470724156324,0.5398601398601398,0.5398601398601398,1.0,0.701180744777475,1.0,0.5738134600432546,0.2457779807837125
iforest,CasinoLimit,CAM-LDS,11,53,17,0.9808271168695197,0.89926078734743,1.0,0.9469587255611875,0.023131883314254136,0.9811057955719865,0.5398601398601398,0.5398601398601398,1.0,0.701180744777475,1.0,0.5835353269128511,0.2457779807837125
iforest,CasinoLimit,CAM-LDS,12,54,17,0.9808271168695197,0.89926078734743,1.0,0.9469587255611875,0.023131883314254136,0.981064187469014,0.5398601398601398,0.5398601398601398,1.0,0.701180744777475,1.0,0.47026016372772306,0.2457779807837125
